chembl_id,drug_names,smiles,entity_types,entity_ids,max_phase,statuses,is_known_from_kg,n_entities,norm_drug_names,overlap_name_with_known,filter_reason
CHEMBL2107313,BECATECARIN,CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n([C@@H]4O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,protein|pathway|moa,TOP2A|R-HSA-1362277|R-HSA-4615885|DNA topoisomerase II inhibitor,3.0,Terminated,False,4,becatecarin,False,
CHEMBL2107358,OBATOCLAX MESYLATE,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C.CS(=O)(=O)O,protein|pathway|moa,BCL2|R-HSA-6785807|R-HSA-111447|R-HSA-111453|R-HSA-844455|R-HSA-9018519|R-HSA-9634638|R-HSA-9818030|R-HSA-9824594|Apoptosis regulator Bcl-2 inhibitor,3.0,Withdrawn,False,10,obatoclax,False,
CHEMBL2107359,PAFURAMIDINE MALEATE,CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1.O=C(O)/C=C\C(=O)O,moa,Kinetoplast DNA inhibitor,,,False,1,pafuramidine,False,
CHEMBL2107818,ALDOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,protein|pathway|moa,TOP2A|R-HSA-1362277|R-HSA-4615885|DNA topoisomerase II alpha inhibitor,3.0,Completed,False,4,aldoxorubicin,False,
CHEMBL2107823,GANDOTINIB,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1,protein|pathway,JAK2|R-HSA-5673001|R-HSA-69231|R-HSA-983231|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772,2.0,"Active, not recruiting",False,39,gandotinib,False,
CHEMBL2107831,LUSUTROMBOPAG,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,protein|pathway,MPL|R-HSA-76009,4.0,,False,2,lusutrombopag,False,
CHEMBL2107856,IMETELSTAT,,protein|pathway,TERT|R-HSA-171319|R-HSA-201722|R-HSA-9825895,3.0,Recruiting,False,4,imetelstat,False,
CHEMBL2107866,PEGINESATIDE,,moa,Erythropoietin receptor agonist,,,False,1,peginesatide,False,
CHEMBL2107872,DELCASERTIB,,protein|pathway,PRKCD|R-HSA-6798695|R-HSA-111465|R-HSA-111933|R-HSA-114508|R-HSA-1250196|R-HSA-1489509|R-HSA-2029485|R-HSA-418597|R-HSA-450520|R-HSA-5218921|R-HSA-5607764|R-HSA-5668599|R-HSA-877300|R-HSA-9755511,2.0,Completed,False,15,delcasertib,False,
CHEMBL2107881,REGRAMOSTIM,,protein|pathway|moa,CSF3R|R-HSA-449836|R-HSA-9616222|R-HSA-9674555|R-HSA-9705462|Granulocyte colony stimulating factor receptor agonist,3.0,Completed,False,6,regramostim,False,
CHEMBL2108280,CENERSEN,,protein|pathway,TP53|R-HSA-5693565|R-HSA-983231|R-HSA-111448|R-HSA-139915|R-HSA-1912408|R-HSA-2559580|R-HSA-2559584|R-HSA-2559585|R-HSA-2559586|R-HSA-3232118|R-HSA-349425|R-HSA-390471|R-HSA-5620971|R-HSA-5628897|R-HSA-5689880|R-HSA-5689896|R-HSA-6785807|R-HSA-6796648|R-HSA-6803204|R-HSA-6803205|R-HSA-6803207|R-HSA-6803211|R-HSA-6804114|R-HSA-6804115|R-HSA-6804116|R-HSA-6804754|R-HSA-6804756|R-HSA-6804757|R-HSA-6804758|R-HSA-6804759|R-HSA-6804760|R-HSA-6811555|R-HSA-69473|R-HSA-69481|R-HSA-69541|R-HSA-69895|R-HSA-8852276|R-HSA-8853884|R-HSA-8941855|R-HSA-8943724|R-HSA-9723905|R-HSA-9725370|R-HSA-9758274|R-HSA-9819196|R-HSA-9833482|R-HSA-6807070,2.0,Completed,False,47,cenersen,False,
CHEMBL2108287,APRINOCARSEN,,protein|pathway,PRKCA|R-HSA-111933|R-HSA-1250196|R-HSA-418597|R-HSA-450520|R-HSA-5218921|R-HSA-5668599|R-HSA-8853659|R-HSA-2514859|R-HSA-1433557|R-HSA-1433559|R-HSA-114516|R-HSA-2179392|R-HSA-3000170|R-HSA-399997|R-HSA-4086398|R-HSA-416993|R-HSA-4419969|R-HSA-5099900|R-HSA-76005|R-HSA-9010642,3.0,Completed,False,21,aprinocarsen,False,
CHEMBL2108290,EPOETIN THETA,,moa,Erythropoietin receptor agonist,,,False,1,epoetin theta,False,
CHEMBL2108356,PEGDINETANIB,,protein|pathway,KDR|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,2.0,Completed,False,8,pegdinetanib,False,
CHEMBL2108359,NIMOTUZUMAB,,moa,Epidermal growth factor receptor erbB1 inhibitor,,,False,1,nimotuzumab,False,
CHEMBL2108557,TELBERMIN,,protein|pathway,KDR|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,2.0,Completed,False,8,telbermin,False,
CHEMBL2108572,BALUGRASTIM,,protein|pathway,CSF3R|R-HSA-449836|R-HSA-9616222|R-HSA-9674555|R-HSA-9705462,2.0,,False,5,balugrastim,False,
CHEMBL2108583,CINTREDEKIN BESUDOTOX,,moa,Elongation factor 2 inhibitor,,,False,1,cintredekin besudotox,False,
CHEMBL2108585,CONTUSUGENE LADENOVEC,,protein|pathway,TP53|R-HSA-5693565|R-HSA-983231|R-HSA-111448|R-HSA-139915|R-HSA-1912408|R-HSA-2559580|R-HSA-2559584|R-HSA-2559585|R-HSA-2559586|R-HSA-3232118|R-HSA-349425|R-HSA-390471|R-HSA-5620971|R-HSA-5628897|R-HSA-5689880|R-HSA-5689896|R-HSA-6785807|R-HSA-6796648|R-HSA-6803204|R-HSA-6803205|R-HSA-6803207|R-HSA-6803211|R-HSA-6804114|R-HSA-6804115|R-HSA-6804116|R-HSA-6804754|R-HSA-6804756|R-HSA-6804757|R-HSA-6804758|R-HSA-6804759|R-HSA-6804760|R-HSA-6811555|R-HSA-69473|R-HSA-69481|R-HSA-69541|R-HSA-69895|R-HSA-8852276|R-HSA-8853884|R-HSA-8941855|R-HSA-8943724|R-HSA-9723905|R-HSA-9725370|R-HSA-9758274|R-HSA-9819196|R-HSA-9833482|R-HSA-6807070,2.0,Unknown status,False,47,contusugene ladenovec,False,
CHEMBL2108593,EPOETIN ZETA,,moa,Erythropoietin receptor agonist,,,False,1,epoetin zeta,False,
CHEMBL2108611,INOTUZUMAB OZOGAMICIN,,moa,DNA disrupting agent,,,False,1,inotuzumab ozogamicin,False,
CHEMBL2108702,IMETELSTAT SODIUM,,protein|pathway,TERT|R-HSA-171319|R-HSA-201722|R-HSA-9825895,2.0,Completed,False,4,imetelstat,False,
CHEMBL2109092,EPOETIN BETA,,moa,Erythropoietin receptor agonist,,,False,1,epoetin beta,False,
CHEMBL2109093,EPOETIN DELTA,,moa,Erythropoietin receptor agonist,,,False,1,epoetin delta,False,
CHEMBL2109150,LINTUZUMAB,,protein|pathway,CD33|R-HSA-198933|R-HSA-6798695,3.0,Unknown status,False,3,lintuzumab,False,
CHEMBL2109253,HOKT3,,moa,T-cell surface glycoprotein CD3 epsilon chain inhibitor,,,False,1,hokt3,False,
CHEMBL2109266,AVE-9633,,protein|pathway,CD33|R-HSA-198933|R-HSA-6798695,1.0,Terminated,False,3,ave 9633,False,
CHEMBL2109267,M195,,protein|pathway,CD33|R-HSA-198933|R-HSA-6798695,1.0,Completed,False,3,m195,False,
CHEMBL2109328,IMC-EB10,,protein|pathway,FLT3|R-HSA-1257604|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377,1.0,Terminated,False,28,imc eb10,False,
CHEMBL2109602,IMC-3C5,,protein|pathway,FLT4|R-HSA-195399|R-HSA-9013695|R-HSA-9856530,1.0,Completed,False,4,imc 3c5,False,
CHEMBL2110367,TRIMETHOPRIM SULFATE,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.O=S(=O)(O)O,moa,Bacterial dihydrofolate reductase inhibitor,,,False,1,trimethoprim,False,
CHEMBL2110580,BERUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1,protein|pathway,TOP2A|R-HSA-1362277|R-HSA-4615885,2.0,"Active, not recruiting",False,3,berubicin,False,
CHEMBL2110725,VINFLUNINE,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,moa,Tubulin inhibitor,,,False,1,vinflunine,False,
CHEMBL2110732,DACOMITINIB ANHYDROUS,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,moa,Epidermal growth factor receptor erbB1 inhibitor,,,False,1,dacomitinib,False,
CHEMBL2111086,CANFOSFAMIDE,N[C@@H](CCC(=O)N[C@@H](CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(=O)N[C@@H](C(=O)O)c1ccccc1)C(=O)O,moa,DNA disrupting agent,,,False,1,canfosfamide,False,
CHEMBL2142592,TALADEGIB,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,protein|pathway,SMO|R-HSA-373080|R-HSA-5610787|R-HSA-5620922|R-HSA-5632684|R-HSA-5635838|R-HSA-165158,2.0,"Active, not recruiting",False,7,taladegib,False,
CHEMBL217092,SARACATINIB,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,protein|pathway|moa,ABL1|R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927|Tyrosine-protein kinase ABL inhibitor|Tyrosine-protein kinase SRC inhibitor,2.0,Terminated,False,16,saracatinib,False,
CHEMBL2180604,TAK-593,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,protein|pathway,PDGFRB|KDR|FLT4|PDGFRA|R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,1.0,Completed,False,26,tak 593,False,
CHEMBL22,TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,moa,Bacterial dihydrofolate reductase inhibitor,,,False,1,trimethoprim,False,
CHEMBL2205230,TAK-441,CCc1cc2c(c(OCC(F)(F)F)c(C(=O)NC3CCN(C(=O)CO)CC3)n2C)c(=O)n1CC(=O)c1ccccc1,protein|pathway,SMO|R-HSA-373080|R-HSA-5610787|R-HSA-5620922|R-HSA-5632684|R-HSA-5635838|R-HSA-165158,1.0,Completed,False,7,tak 441,False,
CHEMBL2205807,ABAMETAPIR,Cc1ccc(-c2ccc(C)cn2)nc1,moa,Iron sequestering agent,,,False,1,abametapir,False,
CHEMBL2218878,TRIMETREXATE GLUCURONATE,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC.O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,moa,Dihydrofolate reductase inhibitor,,,False,1,trimetrexate glucuronate,False,
CHEMBL221959,TOFACITINIB,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,protein|pathway,JAK2|R-HSA-5673001|R-HSA-69231|R-HSA-983231|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772,3.0,,False,39,tofacitinib,False,
CHEMBL2219776,CENERSEN SODIUM,,protein|pathway,TP53|R-HSA-5693565|R-HSA-983231|R-HSA-111448|R-HSA-139915|R-HSA-1912408|R-HSA-2559580|R-HSA-2559584|R-HSA-2559585|R-HSA-2559586|R-HSA-3232118|R-HSA-349425|R-HSA-390471|R-HSA-5620971|R-HSA-5628897|R-HSA-5689880|R-HSA-5689896|R-HSA-6785807|R-HSA-6796648|R-HSA-6803204|R-HSA-6803205|R-HSA-6803207|R-HSA-6803211|R-HSA-6804114|R-HSA-6804115|R-HSA-6804116|R-HSA-6804754|R-HSA-6804756|R-HSA-6804757|R-HSA-6804758|R-HSA-6804759|R-HSA-6804760|R-HSA-6811555|R-HSA-69473|R-HSA-69481|R-HSA-69541|R-HSA-69895|R-HSA-8852276|R-HSA-8853884|R-HSA-8941855|R-HSA-8943724|R-HSA-9723905|R-HSA-9725370|R-HSA-9758274|R-HSA-9819196|R-HSA-9833482|R-HSA-6807070,2.0,Terminated,False,47,cenersen,False,
CHEMBL2220486,LUCITANIB,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,protein|pathway,KDR|FLT4|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,2.0,Terminated,False,10,lucitanib,False,
CHEMBL223360,LINIFANIB,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,protein|pathway|moa,FLT3|PDGFRB|KDR|FLT4|PDGFRA|R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269|Macrophage colony stimulating factor receptor inhibitor|Platelet-derived growth factor receptor inhibitor|Tyrosine-protein kinase receptor FLT3 inhibitor|Vascular endothelial growth factor receptor inhibitor,3.0,Terminated,False,54,linifanib,False,
CHEMBL225072,PEMETREXED,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,moa,Dihydrofolate reductase inhibitor,,,False,1,pemetrexed,False,
CHEMBL2316582,OLVEREMBATINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,protein|pathway|moa,ABL1|BCR|R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927|R-HSA-1839117|R-HSA-5654736|R-HSA-8980692|R-HSA-9013026|R-HSA-9013106|R-HSA-9013148|R-HSA-9013149|R-HSA-9013404|R-HSA-9013423|Bcr/Abl fusion protein inhibitor,3.0,Recruiting,False,25,olverembatinib,False,
CHEMBL2348780,VAMOROLONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,moa,Glucocorticoid receptor agonist,,,False,1,vamorolone,False,
CHEMBL2360464,PEMETREXED DISODIUM,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],moa,Dihydrofolate reductase inhibitor,,,False,1,pemetrexed disodium,False,
CHEMBL2364605,CEBRANOPADOL,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,moa,Opioid receptors; mu/kappa/delta agonist,,,False,1,cebranopadol,False,
CHEMBL2364651,TOVETUMAB,,protein|pathway,PDGFRA|R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-2028269,2.0,Completed,False,15,tovetumab,False,
CHEMBL240163,PAZUFLOXACIN,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,protein|pathway|moa,TOP2A|R-HSA-1362277|R-HSA-4615885|DNA topoisomerase II inhibitor,3.0,,False,4,pazufloxacin,False,
CHEMBL2403108,CERITINIB,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,protein|pathway,NPM1|R-HSA-9833482|R-HSA-9725371|R-HSA-180746|R-HSA-3899300|R-HSA-606279|R-HSA-6804115|R-HSA-8869496|R-HSA-9692914|R-HSA-9700645|R-HSA-9725370,4.0,,False,11,ceritinib,False,
CHEMBL245019,MIZORIBINE,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,moa,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,,,False,1,mizoribine,False,
CHEMBL24828,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,protein|pathway|moa,RET|KDR|FLT4|R-HSA-5673001|R-HSA-5218921|R-HSA-8853659|R-HSA-9768919|R-HSA-9830364|R-HSA-9830674|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|Tyrosine-protein kinase SRC inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Vascular endothelial growth factor receptor inhibitor,4.0,,False,19,vandetanib,False,
CHEMBL25202,TAMIBAROTENE,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,protein|pathway,RARA|RARB|R-HSA-383280|R-HSA-5362517|R-HSA-5617472|R-HSA-9616222|R-HSA-4090294|R-HSA-9839394,3.0,Recruiting,False,8,tamibarotene,False,
CHEMBL25336,BISANTRENE,C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,moa,DNA disrupting agent,,,False,1,bisantrene,False,
CHEMBL253969,OSI-632,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,protein|pathway,KDR|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,2.0,Completed,False,8,osi 632,False,
CHEMBL255863,NILOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,protein|pathway,ABL1|BCR|R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927|R-HSA-1839117|R-HSA-5654736|R-HSA-8980692|R-HSA-9013026|R-HSA-9013106|R-HSA-9013148|R-HSA-9013149|R-HSA-9013404|R-HSA-9013423,3.0,"Completed|Active, not recruiting",False,24,nilotinib,False,
CHEMBL256997,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,protein|pathway,RPS29|RPL35A|RPL36|RPL23|RPL5|RPL11|RPS27|RPS26|RPL31|RPS7|RPS10|RPS19|RPS17|RPS28|RPS27A|RPL15|RPL26|RPS24|R-HSA-6783310|R-HSA-8939236|R-HSA-9692916|R-HSA-156827|R-HSA-156902|R-HSA-1799339|R-HSA-192823|R-HSA-2408557|R-HSA-6791226|R-HSA-72649|R-HSA-72689|R-HSA-72695|R-HSA-72702|R-HSA-72706|R-HSA-72764|R-HSA-9010553|R-HSA-9633012|R-HSA-9735869|R-HSA-9754678|R-HSA-975956|R-HSA-975957|R-HSA-9706369|R-HSA-9706377|R-HSA-9033241|R-HSA-6790901|R-HSA-5689603|R-HSA-1169091|R-HSA-110314|R-HSA-5656169|R-HSA-5685942|R-HSA-5696400|R-HSA-6782135|R-HSA-6782210|R-HSA-2173791|R-HSA-5658442|R-HSA-5655862|R-HSA-8866652|R-HSA-2672351|R-HSA-5675221|R-HSA-2467813|R-HSA-2500257|R-HSA-5607764|R-HSA-9755511|R-HSA-1169408|R-HSA-9705671|R-HSA-141444|R-HSA-5663220|R-HSA-68877|R-HSA-9648025|R-HSA-1236382|R-HSA-1295596|R-HSA-182971|R-HSA-5654726|R-HSA-5654727|R-HSA-5654732|R-HSA-5654733|R-HSA-6807004|R-HSA-8849469|R-HSA-8856825|R-HSA-8856828|R-HSA-8875360|R-HSA-5357905|R-HSA-9680350|R-HSA-202424|R-HSA-2871837|R-HSA-9648002|R-HSA-9705462|R-HSA-209543|R-HSA-5693565|R-HSA-69231|R-HSA-5632684|R-HSA-9725370|R-HSA-5696395|R-HSA-6807070|R-HSA-2559580|R-HSA-2559585|R-HSA-349425|R-HSA-5689880|R-HSA-5689896|R-HSA-6804756|R-HSA-6804757|R-HSA-6804760|R-HSA-69473|R-HSA-69541|R-HSA-8852276|R-HSA-9758274|R-HSA-1234176|R-HSA-1236974|R-HSA-1253288|R-HSA-1358803|R-HSA-162588|R-HSA-168638|R-HSA-168927|R-HSA-168928|R-HSA-174048|R-HSA-174113|R-HSA-174154|R-HSA-174178|R-HSA-174184|R-HSA-174490|R-HSA-175474|R-HSA-179409|R-HSA-180534|R-HSA-180585|R-HSA-1442490|R-HSA-195253|R-HSA-201681|R-HSA-205043|R-HSA-209560|R-HSA-211733|R-HSA-2122947|R-HSA-2122948|R-HSA-2173788|R-HSA-2173795|R-HSA-2173796|R-HSA-2559582|R-HSA-2565942|R-HSA-2644606|R-HSA-2691232|R-HSA-2894862|R-HSA-2979096|R-HSA-3134975|R-HSA-3322077|R-HSA-3769402|R-HSA-3785653|R-HSA-382556|R-HSA-445989|R-HSA-450302|R-HSA-450321|R-HSA-450408|R-HSA-4608870|R-HSA-4641257|R-HSA-9766229|R-HSA-4641263|R-HSA-5205685|R-HSA-532668|R-HSA-5357956|R-HSA-5358346|R-HSA-5362768|R-HSA-5607761|R-HSA-5610780|R-HSA-5610783|R-HSA-5610785|R-HSA-5668541|R-HSA-5675482|R-HSA-5676590|R-HSA-5678895|R-HSA-112409|R-HSA-5687128|R-HSA-5689877|R-HSA-5689901|R-HSA-5693607|R-HSA-5696394|R-HSA-6781823|R-HSA-6781827|R-HSA-68867|R-HSA-68949|R-HSA-69017|R-HSA-75815|R-HSA-8854050|R-HSA-8863795|R-HSA-8866427|R-HSA-8866654|R-HSA-8876493|R-HSA-8939902|R-HSA-8941858|R-HSA-8948751|R-HSA-8951664|R-HSA-901032|R-HSA-9013507|R-HSA-9013973|R-HSA-9014325|R-HSA-9020702|R-HSA-909733|R-HSA-917729|R-HSA-917937|R-HSA-936440|R-HSA-936964|R-HSA-937039|R-HSA-937041|R-HSA-937042|R-HSA-937072|R-HSA-9604323|R-HSA-9613829|R-HSA-9615710|R-HSA-9636383|R-HSA-9637628|R-HSA-9645460|R-HSA-9646399|R-HSA-9664873|R-HSA-9683612|R-HSA-9708530|R-HSA-975110|R-HSA-975144|R-HSA-975163|R-HSA-9762114|R-HSA-977225|R-HSA-918233|R-HSA-9828211|R-HSA-983168|R-HSA-9833109|R-HSA-9861718,4.0,,False,220,ataluren,False,
CHEMBL260046,EVOFOSFAMIDE,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],moa,DNA inhibitor,,,False,1,evofosfamide,False,
CHEMBL270995,BRIVANIB ALANINATE,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,protein|pathway|moa,KDR|FLT4|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|Vascular endothelial growth factor receptor inhibitor,3.0,Completed,False,11,brivanib alaninate,False,
