drug_name,chembl_id,mechanism_of_actions,smiles
SPECTINOMYCIN HYDROCHLORIDE,CHEMBL3989571,Bacterial 70S ribosome inhibitor,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O
NEOMYCIN SULFATE,CHEMBL3989769,Bacterial 70S ribosome inhibitor,
RADEZOLID,CHEMBL455461,Bacterial 70S ribosome inhibitor,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1
TEDIZOLID,CHEMBL1257051,Bacterial 70S ribosome inhibitor,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1
DELPAZOLID,CHEMBL1673408,Bacterial 70S ribosome inhibitor,CN1CCN(c2ccc(N3C[C@H](CO)OC3=O)cc2F)C=N1
OMADACYCLINE TOSYLATE,CHEMBL2103854,Bacterial 70S ribosome inhibitor,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cc1ccc(S(=O)(=O)O)cc1
ERAVACYCLINE DIHYDROCHLORIDE,CHEMBL2219414,Bacterial 70S ribosome inhibitor,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12.Cl.Cl
PLAZOMICIN SULFATE,CHEMBL2364623,Bacterial 70S ribosome inhibitor,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O.O=S(=O)(O)O
CONTEZOLID,CHEMBL3287379,Bacterial 70S ribosome inhibitor,O=C1C=CN(c2c(F)cc(N3C[C@H](CNc4ccon4)OC3=O)c(F)c2F)CC1
LEFAMULIN ACETATE,CHEMBL3545309,Bacterial 70S ribosome inhibitor,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.CC(=O)O
CADAZOLID,CHEMBL3707376,Bacterial 70S ribosome inhibitor,O=C(O)c1cn(C2CC2)c2cc(N3CCC(O)(COc4ccc(N5C[C@H](CO)OC5=O)cc4F)CC3)c(F)cc2c1=O
DOXYCYCLINE HYCLATE,CHEMBL3989740,Bacterial 70S ribosome inhibitor | Matrix metalloproteinase 13 inhibitor | Matrix metalloproteinase 7 inhibitor | Matrix metalloproteinase 8 inhibitor | Matrix metalloproteinase-1 inhibitor,CCO.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O
BEKANAMYCIN,CHEMBL176,Bacterial 70S ribosome inhibitor,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O
SISOMICIN,CHEMBL221886,Bacterial 70S ribosome inhibitor,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O
JOSAMYCIN,CHEMBL224436,Bacterial 70S ribosome inhibitor,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O
LINCOMYCIN,CHEMBL1447,Bacterial 70S ribosome inhibitor,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1
SPIRAMYCIN,CHEMBL453514,Bacterial 70S ribosome inhibitor,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O
QUINUPRISTIN/DALFOPRISTIN,CHEMBL3137691,Bacterial 70S ribosome inhibitor,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12.CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O
NEOMYCIN,CHEMBL3989751,Bacterial 70S ribosome inhibitor,
CETHROMYCIN,CHEMBL3989904,Bacterial 70S ribosome inhibitor,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@@]21C
CONTEZOLID ACEFOSAMIL,CHEMBL3989966,Bacterial 70S ribosome inhibitor,CC(=O)OP(=O)([O-])N(C[C@H]1CN(c2cc(F)c(N3C=CC(=O)CC3)c(F)c2F)C(=O)O1)c1ccon1.[Na+]
NAFITHROMYCIN,CHEMBL4297519,Bacterial 70S ribosome inhibitor,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2[C@H](/C(N)=N/O[C@@H](C)c3nnc(-c4ccccn4)s3)C(=O)O[C@@]21C
REBIMASTAT,CHEMBL76222,Matrix metalloproteinase 13 inhibitor | Matrix metalloproteinase 8 inhibitor | Matrix metalloproteinase-1 inhibitor,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C
CTS-1027,CHEMBL440498,Matrix metalloproteinase 13 inhibitor | Matrix metalloproteinase 8 inhibitor,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1
APRATASTAT,CHEMBL206815,Matrix metalloproteinase 13 inhibitor,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO
ERAVACYCLINE,CHEMBL1951095,Bacterial 70S ribosome inhibitor,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12
GAMITHROMYCIN,CHEMBL2107342,Bacterial 70S ribosome inhibitor,CCCN1C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@H]1C
DOXYCYCLINE CALCIUM,CHEMBL2364574,Matrix metalloproteinase 13 inhibitor | Matrix metalloproteinase 7 inhibitor | Matrix metalloproteinase 8 inhibitor | Matrix metalloproteinase-1 inhibitor,C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.[Ca+2]
TILDIPIROSIN,CHEMBL3039509,Bacterial 70S ribosome inhibitor,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1
TULATHROMYCIN,CHEMBL6067973,Bacterial 70S ribosome inhibitor,
MARIMASTAT,CHEMBL279785,Matrix metalloproteinase 7 inhibitor | Matrix metalloproteinase-1 inhibitor,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
DESOXYCORTICOSTERONE ACETATE,CHEMBL1200542,Mineralocorticoid receptor agonist,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
DESOXYCORTICOSTERONE PIVALATE,CHEMBL1200592,Mineralocorticoid receptor agonist,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
FLUDROCORTISONE ACETATE,CHEMBL1201010,Mineralocorticoid receptor agonist,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
INTERFERON ALFA-2B,CHEMBL1201558,Interferon alpha/beta receptor agonist,
ALDESLEUKIN,CHEMBL1201438,Interleukin-2 receptor agonist,
INTERFERON BETA-1A,CHEMBL1201562,Interferon alpha/beta receptor agonist,
PEGINTERFERON ALFA-2A,CHEMBL1201560,Interferon alpha/beta receptor agonist,
INTERFERON ALFA-2A,CHEMBL2108508,Interferon alpha/beta receptor agonist,
INTERFERON ALFA-N3,CHEMBL2109047,Interferon alpha/beta receptor agonist,
ADALIMUMAB,CHEMBL1201580,TNF-alpha inhibitor,
INTERFERON BETA-1B,CHEMBL1201563,Interferon alpha/beta receptor agonist,
ANAKINRA,CHEMBL1201570,Interleukin-1 receptor antagonist,
INTERFERON ALFACON-1,CHEMBL1201557,Interferon alpha/beta receptor agonist,
PEGINTERFERON ALFA-2B,CHEMBL1201561,Interferon alpha/beta receptor agonist,
INFLIXIMAB,CHEMBL1201581,TNF-alpha inhibitor,
CERTOLIZUMAB PEGOL,CHEMBL1201831,TNF-alpha inhibitor,
ALBINTERFERON ALFA-2B,CHEMBL2107842,Interferon alpha/beta receptor agonist,
PEGINTERFERON BETA-1A,CHEMBL2108677,Interferon alpha/beta receptor agonist,
AMG-108,CHEMBL2109458,Interleukin-1 receptor antagonist,
ETANERCEPT,CHEMBL1201572,TNF-alpha inhibitor,
GOLIMUMAB,CHEMBL1201833,TNF-alpha inhibitor,
OZORALIZUMAB,CHEMBL1743054,TNF-alpha inhibitor,
PEGSUNERCEPT,CHEMBL1743057,TNF-alpha inhibitor,
ONERCEPT,CHEMBL2107911,TNF-alpha inhibitor,
LENERCEPT,CHEMBL2108208,TNF-alpha inhibitor,
NERELIMOMAB,CHEMBL2108566,TNF-alpha inhibitor,
PLACULUMAB,CHEMBL2108739,TNF-alpha inhibitor,
AFELIMOMAB,CHEMBL2108887,TNF-alpha inhibitor,
AZ9773,CHEMBL2109587,TNF-alpha inhibitor,
BEVACIZUMAB,CHEMBL1201583,Vascular endothelial growth factor A inhibitor,
RANIBIZUMAB,CHEMBL1201825,Vascular endothelial growth factor A inhibitor,
AFLIBERCEPT,CHEMBL1742982,Vascular endothelial growth factor A inhibitor,
CONBERCEPT,CHEMBL2108313,Vascular endothelial growth factor A inhibitor,
VANUCIZUMAB,CHEMBL3545259,Vascular endothelial growth factor A inhibitor,
BROLUCIZUMAB,CHEMBL3707357,Vascular endothelial growth factor A inhibitor,
MUPARFOSTAT,CHEMBL4297163,Vascular endothelial growth factor A inhibitor,
ABICIPAR PEGOL,CHEMBL4297684,Vascular endothelial growth factor A inhibitor,
FARICIMAB,CHEMBL4297750,Vascular endothelial growth factor A inhibitor,
REMTOLUMAB,CHEMBL4297863,Interleukin 17A inhibitor | TNF-alpha inhibitor,
ABATACEPT,CHEMBL1201823,T-lymphocyte activation antigen CD80 inhibitor | T-lymphocyte activation antigen CD86 inhibitor,
RILONACEPT,CHEMBL1201830,Interleukin-1 beta inhibitor,
CANAKINUMAB,CHEMBL1201834,Interleukin-1 beta inhibitor,
TOCILIZUMAB,CHEMBL1237022,Interleukin-6 receptor alpha subunit inhibitor,
BELATACEPT,CHEMBL1742990,T-lymphocyte activation antigen CD80 inhibitor | T-lymphocyte activation antigen CD86 inhibitor,
PEGAPTANIB OCTASODIUM,CHEMBL2108752,Vascular endothelial growth factor A inhibitor,
GALIXIMAB,CHEMBL2109191,T-lymphocyte activation antigen CD80 inhibitor,
CDP-484,CHEMBL2109459,Interleukin-1 beta inhibitor,
VOBARILIZUMAB,CHEMBL3833343,Interleukin-6 receptor alpha subunit inhibitor,
LUTIKIZUMAB,CHEMBL4594518,Interleukin-1 beta inhibitor,
RAMIPRIL,CHEMBL1168,Angiotensin-converting enzyme inhibitor,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
TRANDOLAPRIL,CHEMBL1519,Angiotensin-converting enzyme inhibitor,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
CAPTOPRIL,CHEMBL1560,Angiotensin-converting enzyme inhibitor,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
BENAZEPRIL HYDROCHLORIDE,CHEMBL1694,Angiotensin-converting enzyme inhibitor,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl
PERINDOPRIL ERBUMINE,CHEMBL1200343,Angiotensin-converting enzyme inhibitor,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
MOEXIPRIL HYDROCHLORIDE,CHEMBL1200534,Angiotensin-converting enzyme inhibitor,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl
QUINAPRIL HYDROCHLORIDE,CHEMBL1201011,Angiotensin-converting enzyme inhibitor,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl
FOSINOPRIL SODIUM,CHEMBL3039596,Angiotensin-converting enzyme inhibitor,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+]
ENALAPRILAT,CHEMBL3989406,Angiotensin-converting enzyme inhibitor,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
LEVILIMAB,CHEMBL4650406,Interleukin-6 receptor alpha subunit inhibitor,
IMIDAPRIL,CHEMBL317094,Angiotensin-converting enzyme inhibitor,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O
LISINOPRIL,CHEMBL419213,Angiotensin-converting enzyme inhibitor,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
CILAZAPRIL,CHEMBL515606,Angiotensin-converting enzyme inhibitor,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O
DELAPRIL,CHEMBL589583,Angiotensin-converting enzyme inhibitor,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1
ORPHENADRINE CITRATE,CHEMBL1200395,Glutamate [NMDA] receptor antagonist,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
ENALAPRIL MALEATE,CHEMBL1200659,Angiotensin-converting enzyme inhibitor,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O
SPIRAPRIL HYDROCHLORIDE,CHEMBL1200831,Angiotensin-converting enzyme inhibitor,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl
ACAMPROSATE CALCIUM,CHEMBL2068724,Glutamate [NMDA] receptor antagonist,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2]
ILEPATRIL,CHEMBL3187812,Angiotensin-converting enzyme inhibitor,CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C
PERINDOPRIL ARGININE,CHEMBL3544986,Angiotensin-converting enzyme inhibitor,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC.N=C(N)NCCC[C@H](N)C(=O)O
FELBAMATE,CHEMBL1094,Glutamate [NMDA] receptor antagonist,NC(=O)OCC(COC(N)=O)c1ccccc1
AMANTADINE HYDROCHLORIDE,CHEMBL1569,Glutamate [NMDA] receptor antagonist | Matrix protein 2 inhibitor,Cl.NC12CC3CC(CC(C3)C1)C2
ORPHENADRINE HYDROCHLORIDE,CHEMBL1201023,Glutamate [NMDA] receptor antagonist,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl
GW468816,CHEMBL1207366,Glutamate [NMDA] receptor antagonist,O=C(O)C1C/C(=C2/CCN(c3ccccc3)C2=O)c2ccc(Cl)cc2N1
NERAMEXANE MESYLATE,CHEMBL2106798,Glutamate [NMDA] receptor antagonist,CC1(C)CC(C)(C)CC(C)(N)C1.CS(=O)(=O)O
RALFINAMIDE,CHEMBL2107771,Glutamate [NMDA] receptor antagonist,C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O
DELUCEMINE,CHEMBL2110814,Glutamate [NMDA] receptor antagonist,CNCCC(c1cccc(F)c1)c1cccc(F)c1
AV-101,CHEMBL3545351,Glutamate [NMDA] receptor antagonist,Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O
AZD8108,CHEMBL3707355,Glutamate [NMDA] receptor antagonist,
INDANTADOL,CHEMBL3707400,Glutamate [NMDA] receptor antagonist,
SAQUINAVIR,CHEMBL114,Human immunodeficiency virus type 1 protease inhibitor,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
AMPRENAVIR,CHEMBL116,Human immunodeficiency virus type 1 protease inhibitor,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
SAQUINAVIR MESYLATE,CHEMBL282042,Human immunodeficiency virus type 1 protease inhibitor,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O
LOPINAVIR,CHEMBL729,Human immunodeficiency virus type 1 protease inhibitor,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
RITONAVIR,CHEMBL163,Cytochrome P450 3A inhibitor | Human immunodeficiency virus type 1 protease inhibitor,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
NELFINAVIR MESYLATE,CHEMBL1205,Human immunodeficiency virus type 1 protease inhibitor,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
PERZINFOTEL,CHEMBL452461,Glutamate [NMDA] receptor antagonist,O=c1c2c(c1=O)N(CCP(=O)(O)O)CCCN2
FOSAMPRENAVIR CALCIUM,CHEMBL1200734,Human immunodeficiency virus type 1 protease inhibitor,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2]
COBICISTAT,CHEMBL2095208,Cytochrome P450 3A inhibitor,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
TCN-032,CHEMBL2109619,Matrix protein 2 inhibitor,
MERIMEPODIB,CHEMBL304087,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1
TELINAVIR,CHEMBL322241,Human immunodeficiency virus type 1 protease inhibitor,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C
DARUNAVIR,CHEMBL1323,Human immunodeficiency virus type 1 protease inhibitor,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1
BRECANAVIR,CHEMBL206031,Human immunodeficiency virus type 1 protease inhibitor,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1
TIPRANAVIR,CHEMBL222559,Human immunodeficiency virus type 1 protease inhibitor,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
RIBAVIRIN,CHEMBL1643,Inosine-5'-monophosphate dehydrogenase 1 inhibitor | RNA inhibitor | RNA-directed RNA polymerase inhibitor,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
INDINAVIR SULFATE,CHEMBL1735,Human immunodeficiency virus type 1 protease inhibitor,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O
CAPECITABINE,CHEMBL1773,RNA inhibitor,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
ATAZANAVIR SULFATE,CHEMBL1200678,Human immunodeficiency virus type 1 protease inhibitor,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O
DARUNAVIR ETHANOLATE,CHEMBL1201127,Human immunodeficiency virus type 1 protease inhibitor,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1.CCO
CARMUSTINE,CHEMBL513,RNA inhibitor,O=NN(CCCl)C(=O)NCCCl
TEGAFUR,CHEMBL20883,RNA inhibitor,O=c1[nH]c(=O)n(C2CCCO2)cc1F
CYTARABINE,CHEMBL803,RNA inhibitor,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
FLUOROURACIL,CHEMBL185,RNA inhibitor,O=c1[nH]cc(F)c(=O)[nH]1
FAVIPIRAVIR,CHEMBL221722,RNA-directed RNA polymerase inhibitor,NC(=O)c1nc(F)cnc1O
AZACITIDINE,CHEMBL1489,RNA inhibitor,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
SOFOSBUVIR,CHEMBL1259059,RNA-directed RNA polymerase inhibitor,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
HYDROXYSTILBAMIDINE ISETHIONATE,CHEMBL2023895,RNA inhibitor,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
ELACYTARABINE,CHEMBL2105665,RNA inhibitor,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O
DASABUVIR SODIUM MONOHYDRATE,CHEMBL3544985,RNA-directed RNA polymerase inhibitor,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[n-]c2=O)cc1C(C)(C)C.O.[Na+]
FILIBUVIR,CHEMBL490672,RNA-directed RNA polymerase inhibitor,CCc1cc(CC[C@]2(C3CCCC3)CC(O)=C(Cc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc(CC)n1
BALAPIRAVIR,CHEMBL550936,RNA-directed RNA polymerase inhibitor,CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C
MERICITABINE,CHEMBL562967,RNA-directed RNA polymerase inhibitor,CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C
SETROBUVIR,CHEMBL1076263,RNA-directed RNA polymerase inhibitor,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2
BMS-986094,CHEMBL1209734,RNA-directed RNA polymerase inhibitor,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O
PSI-352938,CHEMBL2160007,RNA-directed RNA polymerase inhibitor,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(OC(C)C)O[C@H]2[C@@]1(C)F
DELEOBUVIR,CHEMBL2403318,RNA-directed RNA polymerase inhibitor,Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)O)cc21
RADALBUVIR,CHEMBL3121539,RNA-directed RNA polymerase inhibitor,CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1
