drug_name,chembl_id,max_phase,cancer_indications
PF-04217903,CHEMBL2001019,1,Neoplasms
PF-04605412,CHEMBL2109622,1,Neoplasms
PF-04691502,CHEMBL1234354,2,Breast Neoplasms; Neoplasms
PF-06459988,CHEMBL3786098,2,"Carcinoma, Non-Small-Cell Lung"
PF-06671008,CHEMBL4297805,1,Neoplasms
PF-06688992,CHEMBL4594487,1,Melanoma
PF-06840003,CHEMBL4086143,1,Astrocytoma; Oligodendroglioma
PF-07265807,CHEMBL6060997,1,Neoplasm Metastasis
PF-07284892,CHEMBL5543051,1,Neoplasms
PF-4136309,CHEMBL2029422,2,"Carcinoma, Pancreatic Ductal; Pancreatic Neoplasms"
PFK-158,CHEMBL4303611,1,Neoplasms
PHA-793887,CHEMBL1230607,1,Neoplasms
PHENELZINE SULFATE,CHEMBL1200895,2,"Breast Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
PHENFORMIN,CHEMBL170988,1,Melanoma
PHENOBARBITAL,CHEMBL40,1,Lymphoma
PHENOXYBENZAMINE,CHEMBL753,3,Paraganglioma
PHENPROCOUMON,CHEMBL1465,1,Melanoma
PHENTOLAMINE MESYLATE,CHEMBL1200873,2,"Prostatic Neoplasms, Castration-Resistant"
PHENYLALANINE,CHEMBL301523,1,Central Nervous System Neoplasms
PHENYLBUTANOIC ACID,CHEMBL1469,2,Brain Neoplasms; Neuroblastoma
PHENYLEPHRINE,CHEMBL1215,1,Neoplasms
PHENYLEPHRINE HYDROCHLORIDE,CHEMBL1200339,2,Stomach Neoplasms
PHENYTOIN,CHEMBL16,2,Leukemia; Lymphoma; Neuroblastoma; Pancreatic Neoplasms
PHOSPHORYLETHANOLAMINE,CHEMBL146972,2,Neoplasms
PHYTONADIONE,CHEMBL1550,2,"Glioblastoma; Prostatic Neoplasms, Castration-Resistant"
PICOPLATIN,CHEMBL3544907,3,"Breast Neoplasms; Colorectal Neoplasms; Digestive System Neoplasms; Head and Neck Neoplasms; Lung Neoplasms; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Small Cell Lung Carcinoma; Urinary Bladder Neoplasms"
PICTILISIB,CHEMBL521851,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Lymphoma, Non-Hodgkin; Neoplasms"
PIDILIZUMAB,CHEMBL2108680,2,"Carcinoma, Hepatocellular; Carcinoma, Renal Cell; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Melanoma; Multiple Myeloma; Pancreatic Neoplasms; Prostatic Neoplasms"
PIDOTIMOD,CHEMBL1488165,2,Neoplasms
PIFLUFOLASTAT,CHEMBL4299851,2,"Carcinoma, Hepatocellular; Prostatic Neoplasms"
PIFLUFOLASTAT F18,CHEMBL4297334,4,"Breast Neoplasms; Carcinoma, Hepatocellular; Genital Neoplasms, Female; Neoplasms; Prostatic Neoplasms"
PIFUSERTIB,CHEMBL4297329,2,Neoplasms
PILARALISIB,CHEMBL3360203,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Endometrial Neoplasms; Glioblastoma; Lymphoma; Neoplasms"
PILOCARPINE HYDROCHLORIDE,CHEMBL1200330,3,Head and Neck Neoplasms
PIMASERTIB HYDROCHLORIDE,CHEMBL4297676,1,Neoplasms
PIMICOTINIB,CHEMBL5314535,3,Giant Cell Tumor of Tendon Sheath; Neoplasms; Pancreatic Neoplasms
PIMICOTINIB HYDROCHLORIDE,CHEMBL6068433,1,Neoplasms
PIMIVALIMAB,CHEMBL4650482,2,"Carcinoma, Non-Small-Cell Lung; Neoplasms"
PIMONIDAZOLE,CHEMBL58752,2,"Prostatic Neoplasms, Castration-Resistant"
PIMURUTAMAB,CHEMBL4594549,2,"Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Colorectal Neoplasms; Nasopharyngeal Neoplasms; Neoplasms; Small Cell Lung Carcinoma"
PINATUZUMAB VEDOTIN,CHEMBL3301585,1,"Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse"
PIOGLITAZONE HYDROCHLORIDE,CHEMBL1715,2,"Carcinoma, Non-Small-Cell Lung; Pancreatic Neoplasms"
PIPENDOXIFENE,CHEMBL44426,2,Breast Neoplasms
PIPERACILLIN,CHEMBL702,3,Hematologic Neoplasms
PIPOBROMAN,CHEMBL1585,4,Neoplasms
PIRARUBICIN,CHEMBL2354444,3,"Breast Neoplasms; Carcinoma, Hepatocellular; Lymphoma; Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Sarcoma"
PIRFENIDONE,CHEMBL1256391,2,"Carcinoma, Squamous Cell; Lung Neoplasms"
PIRITREXIM,CHEMBL7492,2,Urethral Neoplasms; Urinary Bladder Neoplasms
PIRTOBRUTINIB,CHEMBL4650485,4,"Leukemia; Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Mantle-Cell; Neoplasms"
PITAVASTATIN,CHEMBL1201753,2,Breast Neoplasms
PITAVASTATIN CALCIUM,CHEMBL1237061,0.5,Glioblastoma
PIVEKIMAB,CHEMBL5095452,1,Neoplasms
PIXANTRONE DIMALEATE,CHEMBL2103844,4,"Breast Neoplasms; Leukemia; Lymphoma; Lymphoma, Non-Hodgkin"
PKI-179,CHEMBL1258517,1,Neoplasms
PL-225B,CHEMBL3545004,1,Neoplasms
PLAMOTAMAB,CHEMBL4298130,2,"Lymphoma, Follicular; Neoplasms"
PLATELET CONCENTRATE,CHEMBL2108774,2,Hematologic Neoplasms
PLATINUM,CHEMBL1235478,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Esophageal Neoplasms; Hypopharyngeal Neoplasms; Lung Neoplasms; Neoplasms; Salivary Gland Neoplasms; Small Cell Lung Carcinoma; Triple Negative Breast Neoplasms; Uterine Cervical Neoplasms"
PLB1003,CHEMBL4650298,1,"Carcinoma, Non-Small-Cell Lung"
PLEVITREXED,CHEMBL126648,2,Fallopian Tube Neoplasms; Ovarian Neoplasms; Peritoneal Neoplasms
PLICAMYCIN,CHEMBL1237054,4,"Neoplasms; Sarcoma; Sarcoma, Ewing"
PLINABULIN,CHEMBL1096380,3,"Carcinoma, Non-Small-Cell Lung; Multiple Myeloma; Neoplasms; Small Cell Lung Carcinoma"
PLITIDEPSIN,CHEMBL451930,3,"Liposarcoma; Lymphoma; Multiple Myeloma; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
PLIXACABTAGENE AUTOLEUCEL,CHEMBL5095145,2,Neoplasms
PLIXORAFENIB,CHEMBL4303729,2,"Carcinoma, Non-Small-Cell Lung; Cholangiocarcinoma; Colorectal Neoplasms; Leukemia, Hairy Cell; Melanoma; Neoplasms; Thyroid Neoplasms"
PLOCABULIN,CHEMBL4297636,2,Colorectal Neoplasms; Neoplasms
PLOGOSERTIB,CHEMBL5314436,2,Neoplasms
PLOZALIZUMAB,CHEMBL3707228,2,Melanoma; Neoplasms
PLUMBAGIN,CHEMBL295316,1,"Prostatic Neoplasms, Castration-Resistant"
PM-00104,CHEMBL4297453,2,Endometrial Neoplasms; Lymphoma; Uterine Cervical Neoplasms
POBROLITIDE,CHEMBL5314865,2,Neoplasms
POCENBRODIB,CHEMBL5314476,2,"Neoplasms; Prostatic Neoplasms, Castration-Resistant"
POCENBRODIB HYDROCHLORIDE,CHEMBL6068434,1,Neoplasms
PODENTAMIG,CHEMBL6068163,2,Neoplasms
PODOFILOX,CHEMBL61,4,"Carcinoma, Squamous Cell"
POLATUZUMAB VEDOTIN,CHEMBL3301582,4,"Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma; Lymphoma, B-Cell; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Neoplasms"
POLIDOCANOL,CHEMBL6067961,2,Melanoma
POLIFEPROSAN 20,CHEMBL2108531,2,Central Nervous System Neoplasms
POLIGLUSAM,CHEMBL2108133,3,"Breast Neoplasms; Prostatic Neoplasms, Castration-Resistant"
POLY (ADP-RIBOSE) POLYMERASE 1,CHEMBL4298069,0.5,"Prostatic Neoplasms, Castration-Resistant"
POLYESTRADIOL PHOSPHATE,CHEMBL1201477,4,Neoplasms
POLYETHYLENE GLYCOL,CHEMBL1201478,3,"Carcinoma, Hepatocellular; Colonic Neoplasms; Sarcoma"
POLYETHYLENE GLYCOL 3350,CHEMBL1201479,3,Colonic Neoplasms; Colorectal Neoplasms
POLZASTOBART,CHEMBL5095353,1,Neoplasms
POMALIDOMIDE,CHEMBL43452,4,"Burkitt Lymphoma; Central Nervous System Neoplasms; Hodgkin Disease; Leukemia, Plasma Cell; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Medulloblastoma; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Pancreatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Sarcoma, Kaposi; Small Cell Lung Carcinoma; Smoldering Multiple Myeloma"
POMLUCABTAGENE AUTOLEUCEL,CHEMBL5314700,2,Neoplasms
PORFIMER SODIUM,CHEMBL1201481,4,"Bile Duct Neoplasms; Brain Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Esophageal Neoplasms; Gallbladder Neoplasms; Head and Neck Neoplasms; Klatskin Tumor; Lung Neoplasms; Mesothelioma; Neoplasms; Small Cell Lung Carcinoma; Urinary Bladder Neoplasms"
PORFIROMYCIN,CHEMBL521078,3,Carcinoma; Head and Neck Neoplasms
PORUSTOBART,CHEMBL5095342,2,Neoplasms
POTASSIUM CHLORIDE,CHEMBL1200731,2,Brain Neoplasms
POTASSIUM IODIDE,CHEMBL1141,2,"Lymphoma; Lymphoma, Non-Hodgkin; Neuroblastoma"
POTRASERTIB,CHEMBL6068027,2,Neoplasms
POVIDONE-IODINE,CHEMBL1201724,1,Thymoma
POZIOTINIB,CHEMBL3545154,3,"Adenocarcinoma of Lung; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Esophageal Neoplasms; Head and Neck Neoplasms; Lung Neoplasms; Neoplasms; Stomach Neoplasms"
POZIOTINIB HYDROCHLORIDE,CHEMBL5095402,1,Neoplasms
PP-F11N LUTETIUM LU-177,CHEMBL4650306,1,Thyroid Neoplasms
PPI-2458,CHEMBL3527358,1,"Lymphoma, Non-Hodgkin"
PR-104,CHEMBL4297321,1,Neoplasms
PRADUSINSTOBART,CHEMBL5314701,2,Neoplasms
PRALATREXATE,CHEMBL1201746,4,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Fallopian Tube Neoplasms; Head and Neck Neoplasms; Leukemia-Lymphoma, Adult T-Cell; Lung Neoplasms; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, T-Cell; Lymphoma, T-Cell, Cutaneous; Lymphoma, T-Cell, Peripheral; Multiple Myeloma; Mycosis Fungoides; Neoplasms; Ovarian Neoplasms; Peritoneal Neoplasms; Sezary Syndrome"
PRALSETINIB,CHEMBL4582651,4,"Carcinoma, Medullary; Carcinoma, Non-Small-Cell Lung; Neoplasms; Thyroid Neoplasms"
PRALUZATAMAB,CHEMBL4650251,1,Neoplasms
PRALUZATAMAB RAVTANSINE,CHEMBL4297736,2,Breast Neoplasms; Neoplasms
PRASTERONE,CHEMBL90593,3,"Breast Neoplasms; Genital Neoplasms, Female; Multiple Myeloma; Sarcoma, Synovial"
PRAVASTATIN,CHEMBL1144,3,"Breast Neoplasms; Carcinoma; Carcinoma, Hepatocellular; Leukemia"
PRAVASTATIN SODIUM,CHEMBL690,3,Leukemia; Liver Neoplasms; Lung Neoplasms
PRECEMTABART,CHEMBL6068164,2,Neoplasms
PRECEMTABART TOCENTECAN,CHEMBL6068165,2,Neoplasms
PREDNIMUSTINE,CHEMBL2103751,2,Lymphoma; Neoplasms
PREDNISOLONE,CHEMBL131,4,"Breast Neoplasms; Carcinoma, Hepatocellular; Hodgkin Disease; Leukemia; Leukemia, Biphenotypic, Acute; Leukemia, Lymphoid; Lymphoma; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Peripheral; Melanoma; Multiple Myeloma; Mycosis Fungoides; Neoplasms; Neoplasms, Plasma Cell; Orbital Pseudotumor; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma"
PREDNISOLONE SODIUM PHOSPHATE,CHEMBL1201014,4,Leukemia
PREGABALIN,CHEMBL1059,3,"Breast Neoplasms; Carcinoma, Squamous Cell; Oropharyngeal Neoplasms"
PRELADENANT,CHEMBL240624,1,Neoplasms
PRIFETRASTAT,CHEMBL6068620,1,Neoplasms
PRILOCAINE,CHEMBL1194,1,"Carcinoma, Squamous Cell"
PRINOMASTAT,CHEMBL75094,3,"Central Nervous System Neoplasms; Lung Neoplasms; Prostatic Neoplasms, Castration-Resistant"
PRIZLONCABTAGENE AUTOLEUCEL,CHEMBL5314764,2,"Lymphoma, Follicular; Neoplasms"
PRN-1371,CHEMBL4068509,1,Urinary Bladder Neoplasms
PROBENECID,CHEMBL897,1,Neoplasms
PROCARBAZINE,CHEMBL1321,4,Central Nervous System Neoplasms; Glioblastoma; Hodgkin Disease; Lymphoma; Neoplasms
PROCARBAZINE HYDROCHLORIDE,CHEMBL1200410,3,"Astrocytoma; Brain Neoplasms; Central Nervous System Neoplasms; Glioblastoma; Lymphoma; Lymphoma, AIDS-Related"
PROCHLORPERAZINE,CHEMBL728,3,"Genital Neoplasms, Female; Multiple Myeloma"
PROFLAVINE,CHEMBL55400,2,"Carcinoma, Squamous Cell; Genital Neoplasms, Female; Mouth Neoplasms; Uterine Neoplasms"
PROGESTERONE,CHEMBL103,3,Breast Neoplasms; Endometrial Neoplasms; Gliosarcoma; Ovarian Neoplasms
PROGLUMIDE,CHEMBL316561,1,Pancreatic Neoplasms
PROGRAMMED CELL DEATH 1 LIGAND 1,CHEMBL4298070,2,"Carcinoma; Carcinoma, Basal Cell; Carcinoma, Hepatocellular; Lymphoma, Follicular; Melanoma; Multiple Myeloma; Urinary Bladder Neoplasms"
PROLGOLIMAB,CHEMBL5314998,3,Colorectal Neoplasms; Hodgkin Disease; Melanoma; Neoplasms
PROPOFOL,CHEMBL526,3,"Breast Neoplasms; Colorectal Neoplasms; Esophageal Neoplasms; Genital Neoplasms, Male; Leukemia; Lung Neoplasms; Neoplasms; Pancreatic Neoplasms"
PROPRANOLOL,CHEMBL27,3,"Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Renal Cell; Colorectal Neoplasms; Hemangiosarcoma; Melanoma; Multiple Myeloma; Pancreatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma, Kaposi; Stomach Neoplasms; Triple Negative Breast Neoplasms"
PROPRANOLOL HYDROCHLORIDE,CHEMBL1671,2,"Carcinoma, Non-Small-Cell Lung; Melanoma; Prostatic Neoplasms; Sarcoma; Sarcoma, Kaposi; Urinary Bladder Neoplasms"
PROTIRELIN,CHEMBL1472,2,Neoplasms
PRUXELUTAMIDE,CHEMBL4594417,2,"Breast Neoplasms; Prostatic Neoplasms, Castration-Resistant"
PSILOCYBIN,CHEMBL194378,2,Hematologic Neoplasms; Neoplasms
PSORALEN,CHEMBL164660,1,Leukemia; Lymphoma; Multiple Myeloma
PTEROSTILBENE,CHEMBL83527,2,Endometrial Neoplasms
PTI-6D2,CHEMBL2109514,1,Melanoma
PTI-6D2 188RE,CHEMBL2109673,1,Melanoma
PU-H71,CHEMBL200102,1,Breast Neoplasms
PUCOTENLIMAB,CHEMBL4650472,3,"Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Melanoma; Neoplasms; Stomach Neoplasms; Thyroid Neoplasms; Urinary Bladder Neoplasms"
PULOCIMAB,CHEMBL4802188,3,Adenocarcinoma; Neoplasms
PULRODEMSTAT BESILATE,CHEMBL4650360,2,"Leukemia; Lymphoma, Non-Hodgkin; Neoplasms; Prostatic Neoplasms; Small Cell Lung Carcinoma"
PUXITATUG,CHEMBL5314765,2,Neoplasms
PUXITATUG SAMROTECAN,CHEMBL5314766,2,Neoplasms
PX-12,CHEMBL406050,2,Neoplasms; Pancreatic Neoplasms
PX-478,CHEMBL4061538,1,Lymphoma
PXS-5505,CHEMBL4650418,1,"Carcinoma, Hepatocellular"
PYRAZOLOACRIDINE,CHEMBL118841,2,Breast Neoplasms; Central Nervous System Neoplasms; Lung Neoplasms; Melanoma; Neuroblastoma; Uveal Melanoma
PYRIDOXINE,CHEMBL1364,2,Colorectal Neoplasms; Lymphoma; Multiple Myeloma; Neoplasms
PYRIMETHAMINE,CHEMBL36,1,"Head and Neck Neoplasms; Leukemia, Lymphocytic, Chronic, B-Cell"
PYRIMIDINE,CHEMBL15562,3,Colorectal Neoplasms; Rectal Neoplasms; Stomach Neoplasms
PYROTINIB,CHEMBL3647420,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Digestive System Neoplasms; Neoplasms; Stomach Neoplasms; Triple Negative Breast Neoplasms"
PYRUVATE,CHEMBL1162144,1,Breast Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms
PYRVINIUM PAMOATE,CHEMBL1908377,1,"Carcinoma, Pancreatic Ductal"
QN-302,CHEMBL4640542,1,Neoplasms
QS-21,CHEMBL4297817,3,"Breast Neoplasms; Fallopian Tube Neoplasms; Leukemia; Lung Neoplasms; Lymphoma, Follicular; Melanoma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
QUARATUSUGENE OZEPLASMID,CHEMBL4594390,1,"Carcinoma, Non-Small-Cell Lung; Lung Neoplasms; Small Cell Lung Carcinoma"
QUARFLOXIN,CHEMBL3989407,2,"Carcinoid Tumor; Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma; Neuroendocrine Tumors"
QUAVONLIMAB,CHEMBL4650419,3,"Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Melanoma; Neoplasms; Small Cell Lung Carcinoma"
QUAZOMOTIDE,CHEMBL5314767,2,Neoplasms
QUEMLICLUSTAT,CHEMBL4471306,2,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Cholangiocarcinoma; Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms"
QUERCETIN,CHEMBL50,2,"Carcinoma, Squamous Cell; Lymphoma, Follicular; Mouth Neoplasms; Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Triple Negative Breast Neoplasms"
QUINACRINE,CHEMBL7568,2,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Prostatic Neoplasms, Castration-Resistant"
QUISINOSTAT,CHEMBL2105763,2,"Lymphoma; Lymphoma, T-Cell, Cutaneous; Ovarian Neoplasms"
R(+)XK469,CHEMBL1741037,1,Neoplasms; Neuroblastoma
R-306465,CHEMBL609583,1,Neoplasms
RABEPRAZOLE,CHEMBL1219,1,Cholangiocarcinoma; Hematologic Neoplasms; Lymphoma; Neoplasms
RABUSERTIB,CHEMBL3039517,2,"Carcinoma, Non-Small-Cell Lung; Neoplasms; Pancreatic Neoplasms"
RACEMETYROSINE,CHEMBL1330596,3,Breast Neoplasms; Neoplasms; Pancreatic Neoplasms
RACOTUMOMAB,CHEMBL1743059,3,"Carcinoma, Non-Small-Cell Lung; Neuroblastoma"
RAD-140,CHEMBL1672635,1,Breast Neoplasms
RADIUM DICHLORIDE,CHEMBL2111187,2,"Breast Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma"
RADIUM RA 223 DICHLORIDE,CHEMBL2107816,4,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Multiple Myeloma; Neoplasm Metastasis; Prostatic Neoplasms"
RADIUM RA-223,CHEMBL4297420,3,"Carcinoma, Renal Cell; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Urinary Bladder Neoplasms"
RAF-265,CHEMBL558752,1,Melanoma; Neoplasms
RAFUTROMBOPAG,CHEMBL4594401,2,Breast Neoplasms
RAGIFILIMAB,CHEMBL4594558,2,"Carcinoma, Squamous Cell; Glioblastoma; Head and Neck Neoplasms; Neoplasms"
RAGISTOMIG,CHEMBL5314867,2,Neoplasms
RALIMETINIB,CHEMBL2364626,2,Breast Neoplasms; Fallopian Tube Neoplasms; Glioblastoma; Neoplasms; Ovarian Neoplasms
RALOXIFENE,CHEMBL81,3,Breast Neoplasms; Endometrial Neoplasms; Prostatic Neoplasms
RALOXIFENE HYDROCHLORIDE,CHEMBL1116,4,Breast Neoplasms; Prostatic Neoplasms
RALTEGRAVIR,CHEMBL254316,1,"Head and Neck Neoplasms; Leukemia, Biphenotypic, Acute"
RALTITREXED,CHEMBL225071,4,"Carcinoma, Hepatocellular; Carcinoma, Squamous Cell; Colorectal Neoplasms; Esophageal Neoplasms; Liver Neoplasms; Mesothelioma; Nasopharyngeal Carcinoma; Neoplasms; Pancreatic Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Rectal Neoplasms; Stomach Neoplasms"
RALUDOTATUG,CHEMBL5314702,2,Neoplasms
RALUDOTATUG DERUXTECAN,CHEMBL5095329,2,Neoplasms
RALZAPASTOTUG,CHEMBL5095299,2,Neoplasms
RAMOSETRON,CHEMBL1643895,3,Neoplasms; Stomach Neoplasms
RAMUCIRUMAB,CHEMBL1743062,4,"Adenocarcinoma; Biliary Tract Neoplasms; Breast Neoplasms; Carcinoid Tumor; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Cholangiocarcinoma; Colonic Neoplasms; Colorectal Neoplasms; Desmoplastic Small Round Cell Tumor; Esophageal Neoplasms; Gallbladder Neoplasms; Glioblastoma; Glioma; Head and Neck Neoplasms; Lung Neoplasms; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Melanoma; Mesothelioma; Mesothelioma, Malignant; Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Sarcoma, Synovial; Stomach Neoplasms; Thymoma; Urinary Bladder Neoplasms"
RANIBIZUMAB,CHEMBL1201825,3,Conjunctival Neoplasms; Retinoblastoma; Uveal Melanoma
RANIMUSTINE,CHEMBL2105348,3,"Leukemia-Lymphoma, Adult T-Cell; Neoplasms"
RANITIDINE,CHEMBL1790041,2,"Breast Carcinoma In Situ; Breast Neoplasms; Carcinoma, Medullary; Carcinoma, Renal Cell; Leukemia, T-Cell; Neoplasms; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma"
RANPIRNASE,CHEMBL2108479,3,"Carcinoma, Non-Small-Cell Lung; Mesothelioma"
RAPCABTAGENE AUTOLEUCEL,CHEMBL5095147,1,Neoplasms
RASBURICASE,CHEMBL1201594,4,"Burkitt Lymphoma; Leukemia; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Tumor Lysis Syndrome"
RASDEGAFUSP ALFA,CHEMBL4297923,2,"Carcinoma, Non-Small-Cell Lung; Melanoma; Neoplasms"
RAV-12,CHEMBL2109563,1,Neoplasms
RAVOXERTINIB,CHEMBL3544964,1,Neoplasms
RAXORULIMOGENE BELZOVACIREPVEC,CHEMBL5314703,2,Neoplasms
REBAMIPIDE,CHEMBL1697771,2,Head and Neck Neoplasms
REBIMASTAT,CHEMBL76222,2,Breast Neoplasms; Lung Neoplasms; Prostatic Neoplasms; Sarcoma
RECOMBINANT HUMAN INTERLEUKIN-15,CHEMBL4650421,2,"Carcinoma, Renal Cell; Leukemia; Neoplasms"
REFAMETINIB,CHEMBL1236682,2,"Biliary Tract Neoplasms; Carcinoma, Hepatocellular; Neoplasms"
REGN-1400,CHEMBL4594591,1,Neoplasms
REGN-4659,CHEMBL4594596,1,"Carcinoma, Non-Small-Cell Lung"
REGRAMOSTIM,CHEMBL2107881,3,"Breast Neoplasms; Burkitt Lymphoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colonic Neoplasms; Colorectal Neoplasms; Glioblastoma; Glioma; Kidney Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Melanoma; Mesothelioma; Multiple Myeloma; Nasopharyngeal Neoplasms; Neoplasms; Neuroblastoma; Ovarian Neoplasms; Prostatic Neoplasms, Castration-Resistant"
RELACORILANT,CHEMBL4068611,3,"Adrenal Cortex Neoplasms; Carcinoma, Pancreatic Ductal; Fallopian Tube Neoplasms; Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
RELEBACTAM,CHEMBL3301605,2,Hematologic Neoplasms
RELMAPIRAZIN,CHEMBL1949708,1,Blastic Plasmacytoid Dendritic Cell Neoplasm
RELUGOLIX,CHEMBL1800159,4,"Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
REMETINOSTAT,CHEMBL3707219,2,"Carcinoma, Basal Cell; Carcinoma, Squamous Cell; Lymphoma, T-Cell, Cutaneous"
REMIFENTANIL,CHEMBL1005,3,Brain Neoplasms; Ear Neoplasms; Neoplasms
REMIMAZOLAM,CHEMBL4297526,2,Precursor Cell Lymphoblastic Leukemia-Lymphoma
REMINERTANT,CHEMBL506981,2,Lung Neoplasms; Small Cell Lung Carcinoma
REMVULIMORGENE AUTOLEUCEL,CHEMBL6068167,2,Neoplasms
REMZISTOTUG,CHEMBL6068072,2,Neoplasms
RENCOFILSTAT,CHEMBL4297487,1,"Carcinoma, Hepatocellular"
RENVISTOBART,CHEMBL4297707,2,"Carcinoma, Non-Small-Cell Lung; Neoplasms"
REOZALIMAB,CHEMBL5095359,2,Neoplasms
REPAGLINIDE,CHEMBL1272,1,"Gastrointestinal Stromal Tumors; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
REPARIXIN,CHEMBL191413,2,Breast Neoplasms
REPICERICEL,CHEMBL5314870,2,Neoplasms
REPOTRECTINIB,CHEMBL4298138,4,"Carcinoma, Non-Small-Cell Lung; Neoplasms"
RESENCATINIB,CHEMBL5314480,2,Neoplasms
RESIGRATINIB,CHEMBL5314537,2,Neoplasms
RESIMMUNE,CHEMBL4297555,2,"Leukemia, T-Cell; Lymphoma, T-Cell, Cutaneous; Melanoma; Mycosis Fungoides; Sezary Syndrome"
RESINIFERATOXIN,CHEMBL17976,1,Cancer Pain
RESIQUIMOD,CHEMBL383322,2,"Astrocytoma; Carcinoma, Basal Cell; Lymphoma, T-Cell, Cutaneous; Melanoma; Neoplasms; Oligodendroglioma; Paraganglioma"
RESMINOSTAT,CHEMBL4296717,2,"Carcinoma, Hepatocellular; Colorectal Neoplasms; Hodgkin Disease; Lymphoma, T-Cell, Cutaneous; Mycosis Fungoides; Neoplasms; Sezary Syndrome"
RESVERATROL,CHEMBL165,2,"Colonic Neoplasms; Colorectal Neoplasms; Liver Neoplasms; Lymphoma, Follicular; Neoplasms; Rectal Neoplasms"
RETASPIMYCIN HYDROCHLORIDE,CHEMBL377559,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Gastrointestinal Stromal Tumors; Liposarcoma; Lung Neoplasms; Melanoma; Multiple Myeloma; Neoplasms; Prostatic Neoplasms"
