rank,compound_name,chembl_id,display_target,primary_target,mechanism_category,mechanistic_rationale,supporting_evidence,confidence_tier,composite_score,pchembl_value,confidence_score,max_phase,full_mwt,alogp,num_ro5_violations,tier1_hit,tier2_hit,tier3_hit,lsd_bonus,bio_bonus,clinical_bonus
3334,kuromanin,CHEMBL257839,True,Dipeptidyl peptidase 4,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=420.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.38,9.0,,449.39,0.38,1.0,False,False,False,0.0,1.5,0.0
3335,lactulose,CHEMBL296306,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,342.3,-5.4,2.0,False,False,False,0.0,0.0,1.5
3336,lafutidine,CHEMBL1742461,True,Alpha-2C adrenergic receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.6 (True=2600.0 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,1.5,5.58,8.0,3.0,431.56,2.66,0.0,False,False,False,0.0,0.5,1.0
3337,lanatoside-C,CHEMBL506569,True,Paired box protein Pax-8,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=801.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.1,8.0,2.0,985.13,0.61,3.0,False,False,False,0.0,1.5,0.0
3338,landiolol,CHEMBL1742466,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,509.6,0.69,1.0,False,False,False,0.0,0.0,1.5
3339,lauric-acid,CHEMBL108766,True,Free fatty acid receptor 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=758.58 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.12,9.0,,200.32,3.99,0.0,False,False,False,0.0,1.5,0.0
3340,lersivirine,CHEMBL571987,True,Human immunodeficiency virus type 1 reverse transcriptase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=117.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,6.93,9.0,2.0,310.36,2.54,0.0,False,False,False,0.0,1.5,0.0
3341,levetiracetam,CHEMBL1286,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,170.21,-0.13,0.0,False,False,False,0.0,0.0,1.5
3342,levomenthol,CHEMBL470670,True,Transient receptor potential cation channel subfamily M member 8,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.4 (True=3800.0 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,1.5,5.42,8.0,3.0,156.27,2.44,0.0,False,False,False,0.0,0.5,1.0
3343,levonordefrin,CHEMBL677,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,183.21,0.48,0.0,False,False,False,0.0,0.0,1.5
3344,lidamidine,CHEMBL448416,True,D(2) dopamine receptor,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.8 (True=1600.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,5.8,8.0,2.0,220.28,1.37,0.0,False,False,True,0.0,0.5,0.0
3345,lincomycin,CHEMBL1447,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,406.55,-0.86,0.0,False,False,False,0.0,0.0,1.5
3346,linopirdine,CHEMBL319111,True,Cytochrome P450 2C19,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=199.53 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.7,8.0,2.0,391.47,4.88,0.0,False,False,False,0.0,1.5,0.0
3347,lithium-citrate,CHEMBL2103738,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,281.98,,,False,False,False,0.0,0.0,1.5
3348,lomefloxacin,CHEMBL561,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,351.35,1.8,0.0,False,False,False,0.0,0.0,1.5
3349,lonidamine,CHEMBL1257030,True,Cytochrome P450 3A4,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.6 (True=2511.89 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,1.5,5.6,8.0,3.0,321.16,4.09,0.0,False,False,False,0.0,0.5,1.0
3350,loracarbef,CHEMBL1013,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,349.77,0.71,0.0,False,False,False,0.0,0.0,1.5
3351,lubiprostone,CHEMBL1201134,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,390.47,4.31,0.0,False,False,False,0.0,0.0,1.5
3352,luliconazole,CHEMBL2105689,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,354.29,5.06,1.0,False,False,False,0.0,0.0,1.5
3353,lypressin,CHEMBL1200690,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,1056.24,,,False,False,False,0.0,0.0,1.5
3354,m-chlorophenylbiguanide,CHEMBL13790,True,5-hydroxytryptamine receptor 3A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=800.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.1,9.0,,211.66,1.17,0.0,False,False,False,0.0,1.5,0.0
3355,madrasin,CHEMBL1523019,True,X-box-binding protein 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=160.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.8,8.0,,311.35,2.8,0.0,False,False,False,0.0,1.5,0.0
3356,magnolol,CHEMBL180920,True,Peroxisome proliferator-activated receptor gamma,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.3 (True=458.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.34,9.0,,266.34,4.22,0.0,False,False,False,0.0,1.5,0.0
3357,mebhydrolin,CHEMBL1625607,True,Muscarinic acetylcholine receptor M2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.6 (True=267.9 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.57,8.0,2.0,276.38,3.68,0.0,False,False,False,0.0,1.5,0.0
3358,meglumine,CHEMBL1200570,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,195.22,-3.36,1.0,False,False,False,0.0,0.0,1.5
3359,mepivacaine,CHEMBL1087,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,246.35,2.73,0.0,False,False,False,0.0,0.0,1.5
3360,meprylcaine,CHEMBL127810,True,Cytochrome P450 2D6,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.5 (True=316.23 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.5,8.0,2.0,235.33,2.62,0.0,False,False,False,0.0,1.5,0.0
3361,mequinol,CHEMBL544,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,124.14,1.4,0.0,False,False,False,0.0,0.0,1.5
3362,mercaptopurine,CHEMBL1425,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,152.18,0.64,0.0,False,False,False,0.0,0.0,1.5
3363,mesna,CHEMBL975,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,164.18,-0.2,0.0,False,False,False,0.0,0.0,1.5
3364,metafolin,CHEMBL1615371,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,497.53,-0.26,1.0,False,False,False,0.0,0.0,1.5
3365,metaxalone,CHEMBL1079604,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,221.26,1.79,0.0,False,False,False,0.0,0.0,1.5
3366,metharbital,CHEMBL450,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,198.22,0.5,0.0,False,False,False,0.0,0.0,1.5
3367,methenamine,CHEMBL1201270,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,140.19,-1.02,0.0,False,False,False,0.0,0.0,1.5
3368,methiazole,CHEMBL1354363,True,Cytochrome P450 1A2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.3 (True=501.19 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.3,8.0,,265.34,3.24,0.0,False,False,False,0.0,1.5,0.0
3369,methocarbamol,CHEMBL1201117,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,241.24,0.53,0.0,False,False,False,0.0,0.0,1.5
3370,methoxyflurane,CHEMBL1341,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,164.97,2.03,0.0,False,False,False,0.0,0.0,1.5
3371,methyclothiazide,CHEMBL1577,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,360.24,0.6,0.0,False,False,False,0.0,0.0,1.5
3372,methyl-aminolevulinate,CHEMBL1096562,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,145.16,-0.53,0.0,False,False,False,0.0,0.0,1.5
3373,methyl-salicylate,CHEMBL108545,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,152.15,1.18,0.0,False,False,False,0.0,0.0,1.5
3374,methyldopate,CHEMBL1201233,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,239.27,0.92,0.0,False,False,False,0.0,0.0,1.5
3375,methylparaben,CHEMBL325372,True,Carbonic anhydrase 7,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=780.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.11,9.0,-1.0,152.15,1.18,0.0,False,False,False,0.0,1.5,0.0
3376,metipranolol,CHEMBL1291,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,309.41,2.27,0.0,False,False,False,0.0,0.0,1.5
3377,metirosine,CHEMBL1200862,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,195.22,0.74,0.0,False,False,False,0.0,0.0,1.5
3378,metocurine,CHEMBL1259,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,652.83,7.45,2.0,False,False,False,0.0,0.0,1.5
3379,metrizoic-acid,CHEMBL1736,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,627.94,3.14,1.0,False,False,False,0.0,0.0,1.5
3380,mezlocillin,CHEMBL1731,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,539.59,-0.23,1.0,False,False,False,0.0,0.0,1.5
3381,mitomycin-C,CHEMBL105,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,334.33,-1.65,0.0,False,False,False,0.0,0.0,1.5
3382,mivacurium,CHEMBL1182833,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,1029.28,,,False,False,False,0.0,0.0,1.5
3383,moxidectin,CHEMBL2104415,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,639.83,5.73,2.0,False,False,False,0.0,0.0,1.5
3384,nafcillin,CHEMBL1443,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,414.48,2.48,0.0,False,False,False,0.0,0.0,1.5
3385,naftidrofuryl,CHEMBL1620794,True,Muscarinic acetylcholine receptor M2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=198.9 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.7,8.0,2.0,383.53,4.45,0.0,False,False,False,0.0,1.5,0.0
3386,naloxegol,CHEMBL2219418,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,651.79,1.86,2.0,False,False,False,0.0,0.0,1.5
3387,naringeninic-acid,CHEMBL66879,True,Aldo-keto reductase family 1 member B1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=140.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.85,9.0,,164.16,1.49,0.0,False,False,False,0.0,1.5,0.0
3388,natamycin,CHEMBL1200656,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,665.73,0.12,3.0,False,False,False,0.0,0.0,1.5
3389,nedocromil,CHEMBL746,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,371.35,2.48,0.0,False,False,False,0.0,0.0,1.5
3390,nelarabine,CHEMBL1201112,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,297.27,-1.97,0.0,False,False,False,0.0,0.0,1.5
3391,nepafenac,CHEMBL1021,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,254.29,1.53,0.0,False,False,False,0.0,0.0,1.5
3392,niflumic-acid,CHEMBL63323,True,Transthyretin,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.6 (True=260.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,6.58,9.0,2.0,282.22,3.54,0.0,False,False,False,0.0,1.5,0.0
3393,nifurtimox,CHEMBL290960,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,287.3,0.64,0.0,False,False,False,0.0,0.0,1.5
3394,niridazole,CHEMBL152632,True,Cytochrome P450 3A4,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=398.11 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.4,8.0,2.0,214.21,0.58,0.0,False,False,False,0.0,1.5,0.0
3395,nitrofurazone,CHEMBL869,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,198.14,0.19,0.0,False,False,False,0.0,0.0,1.5
3396,nizofenone,CHEMBL2106822,True,Voltage-gated inwardly rectifying potassium channel KCNH2,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.9 (True=1380.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,5.86,8.0,2.0,412.88,4.51,0.0,False,False,True,0.0,0.5,0.0
3397,nocodazole,CHEMBL9514,True,Tyrosine-protein kinase ABL1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=640.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,6.19,9.0,2.0,301.33,3.03,0.0,False,False,False,0.0,1.5,0.0
3398,noscapine,CHEMBL364713,True,Cytochrome P450 2C9,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=125.89 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.9,8.0,2.0,413.43,2.88,0.0,False,False,False,0.0,1.5,0.0
3399,obidoxime,CHEMBL451635,True,Acetylcholinesterase,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.5 (True=2840.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,5.55,9.0,2.0,288.31,0.51,0.0,False,False,True,0.0,0.5,0.0
3400,oglemilast,CHEMBL4297520,True,"3',5'-cyclic-AMP phosphodiesterase 4D",No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=166.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,6.78,9.0,2.0,516.31,5.51,2.0,False,False,False,0.0,1.5,0.0
3401,olprinone,CHEMBL1474900,True,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=707.6 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.15,8.0,2.0,250.26,1.87,0.0,False,False,False,0.0,1.5,0.0
3402,omeprazole-magnesium,CHEMBL1567328,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,713.14,2.9,0.0,False,False,False,0.0,0.0,1.5
3403,oritavancin,CHEMBL1688530,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,1793.12,,,False,False,False,0.0,0.0,1.5
3404,ospemifene,CHEMBL2105395,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,378.9,5.65,1.0,False,False,False,0.0,0.0,1.5
3405,oxacillin,CHEMBL819,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,401.44,1.9,0.0,False,False,False,0.0,0.0,1.5
3406,oxcarbazepine,CHEMBL1068,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,252.27,2.64,0.0,False,False,False,0.0,0.0,1.5
3407,oxelaidin,CHEMBL1500276,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,335.49,3.65,0.0,False,False,False,0.0,0.0,1.5
3408,oxethazaine,CHEMBL127592,True,Cytochrome P450 2D6,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.5 (True=3162.28 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,1.5,5.5,8.0,3.0,467.65,3.24,0.0,False,False,False,0.0,0.5,1.0
3409,oxfendazole,CHEMBL42442,True,Adenosine receptor A2a,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=844.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.07,8.0,2.0,315.35,2.91,0.0,False,False,False,0.0,1.5,0.0
3410,oxyquinoline,CHEMBL310555,True,Bacterial leucyl aminopeptidase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=160.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.8,9.0,-1.0,145.16,1.94,0.0,False,False,False,0.0,1.5,0.0
3411,pantothenic-acid,CHEMBL1594,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,219.24,-1.04,0.0,False,False,False,0.0,0.0,1.5
3412,parbendazole,CHEMBL528271,True,Cytochrome P450 1A2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.3 (True=501.19 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.3,8.0,2.0,247.3,3.08,0.0,False,False,False,0.0,1.5,0.0
3413,paricalcitol,CHEMBL1200622,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,416.65,5.56,1.0,False,False,False,0.0,0.0,1.5
3414,paritaprevir,CHEMBL3391662,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,765.89,3.64,1.0,False,False,False,0.0,0.0,1.5
3415,pazufloxacin,CHEMBL240163,True,Streptokinase A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.2 (True=6203.0 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,1.5,5.21,8.0,3.0,318.3,1.74,0.0,False,False,False,0.0,0.5,1.0
3416,pefloxacin,CHEMBL267648,True,D(3) dopamine receptor,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.4 (True=3600.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,5.44,8.0,2.0,333.36,1.61,0.0,False,False,True,0.0,0.5,0.0
3417,penciclovir,CHEMBL1540,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,253.26,-0.9,0.0,False,False,False,0.0,0.0,1.5
3418,penicillin-v-potassium,CHEMBL615,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,350.4,0.7,0.0,False,False,False,0.0,0.0,1.5
3419,pentobarbital,CHEMBL448,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,226.28,1.18,0.0,False,False,False,0.0,0.0,1.5
3420,pentolinium,CHEMBL1271,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,240.44,2.64,0.0,False,False,False,0.0,0.0,1.5
3421,perflubron,CHEMBL1200866,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,498.96,6.35,1.0,False,False,False,0.0,0.0,1.5
3422,phenacemide,CHEMBL918,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,178.19,0.42,0.0,False,False,False,0.0,0.0,1.5
3423,phenindione,CHEMBL711,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,222.24,2.85,0.0,False,False,False,0.0,0.0,1.5
3424,phenylmethylsulfonyl-fluoride,CHEMBL190503,True,Chymotrypsinogen A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=420.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.38,9.0,,174.2,1.49,0.0,False,False,False,0.0,1.5,0.0
3425,phloretin,CHEMBL45068,True,Estrogen receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.5 (True=300.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.52,9.0,,274.27,2.32,0.0,False,False,False,0.0,1.5,0.0
3426,piceatannol,CHEMBL69863,True,Polyunsaturated fatty acid 5-lipoxygenase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.6 (True=240.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.62,9.0,,244.25,2.68,0.0,False,False,False,0.0,1.5,0.0
3427,picrotoxinin,CHEMBL47244,True,Glycine receptor subunit alpha-2,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.6 (True=2400.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,5.62,9.0,,292.29,-0.06,0.0,False,False,True,0.0,0.5,0.0
3428,pimobendan,CHEMBL24646,True,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.3 (True=450.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.35,8.0,2.0,334.38,3.1,0.0,False,False,False,0.0,1.5,0.0
3429,pinaverium,CHEMBL1909324,True,Voltage-dependent L-type calcium channel subunit alpha-1C,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.8 (True=1750.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,5.76,8.0,2.0,511.52,5.29,2.0,False,False,True,0.0,0.5,0.0
3430,pipecuronium,CHEMBL1201206,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,602.91,3.63,1.0,False,False,False,0.0,0.0,1.5
